Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
MTCH UW,MATCH GROUP INC,Communication Services,Interactive Media & Services,7948.790001,99429445.9,0.0001,10871.962,5.389999866,Y,50,0.991,4.235,US,84,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
688303 C1,XINJIANG DAQO -A,Information Technology,Semiconductors & Semiconductor,7944.982399,99429445.9,0.0001,40052.37335,4.03000021,N,0,0.287,3504.33,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
SBICARD IS,SBI CARDS & PAYM,Financials,Consumer Finance,7928.01478,99429445.9,0.0001,1031636.105,4.449999809,N,11.1111002,22.591,15.485,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
BOUBYAN KK,BOUBYAN BANK K.S,Financials,Banks,7926.434261,99429445.9,0.0001,#N/A N/A,2.829999924,#N/A N/A,0,0.138,8.416,KW,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
DAY UN,DAYFORCE INC,Industrials,Professional Services,7916.57191,99429445.9,0.0001,8769.77191,5.03000021,#N/A N/A,33.33330154,0.364,0.243,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SRF IS,SRF LTD,Materials,Chemicals,7915.528844,99429445.9,0.0001,701156.2285,2.460000038,N,10,982.785,789.39,IN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
OBER IS,OBEROI REALTY,Real Estate,Real Estate Management & Devel,7907.140335,99429445.9,0.0001,670738.17,3.130000114,N,28.57139969,2.155,84.057,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601136 C1,CAPITAL SECURITI,Financials,Capital Markets,7902.276924,99429445.9,0.0001,75030.33705,#N/A Field Not Applicable,#N/A N/A,18.18180084,8.798,33.597,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
600803 C1,ENN NATURAL-A,Utilities,Gas Utilities,7886.720996,99429445.9,0.0001,111250.4799,3.660000086,Y,18.18180084,3849.986,237.396,CN,46,Low Risk,86.5828,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
SALM NO,SALMAR ASA,Consumer Staples,Food Products,7886.176846,99429445.9,0.0001,100745.4807,6,#N/A N/A,42.85710144,26.511,12.509,NO,69,Moderate Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
YAR NO,YARA INTL ASA,Materials,Chemicals,7885.044396,99429445.9,0.0001,11849.84671,5.730000019,Y,54.54550171,15342.716,1086.204,BR,86,High Risk,0,0,0,3.22,Y,Y,#N/A N/A
600233 C1,YTO EXPRESS GR-A,Industrials,Air Freight & Logistics,7876.673616,99429445.9,0.0001,54037.0251,2.069999933,N,37.5,1030.158,163.464,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
010130 KP,KOREA ZINC CO,Materials,Metals & Mining,7860.371596,99429445.9,0.0001,9826963.33,3.75,#N/A N/A,9.090909958,2157.048,518.712,KR,92,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
MISC MK,MISC BHD,Industrials,Marine Transportation,7853.764469,99429445.9,0.0001,48287.51442,6.75,N,50,4807.725,1431.229,MY,73,Moderate Risk,40.4615,40.4615,0,3.2,Y,Y,#N/A N/A
SAIL IS,STEEL AUTHORITY,Materials,Metals & Mining,7825.921278,99429445.9,0.0001,1008019.137,3.720000029,Y,21.42860031,44126.086,4075.063,IN,87,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
4188 JT,MITSUBISHI CHEMI,Materials,Chemicals,7814.049943,99429445.9,0.0001,3642596.602,3.99000001,Y,12.5,6610.337,430.638,JP,85,High Risk,0,0,0,3.2,N,Y,#N/A N/A
2301 TT,LITE-ON TECH,Information Technology,"Technology Hardware, Storage &",7813.82002,99429445.9,0.0001,184705.7262,3.200000048,#N/A N/A,0,7.636,29.905,TW,85,High Risk,0,0,0,2.56,#N/A N/A,Y,#N/A N/A
AGCO UN,AGCO CORP,Industrials,Machinery,7804.45361,99429445.9,0.0001,9207.85361,4.28000021,#N/A N/A,30,78.889,13.197,US,79,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CCRI IS,CONTAINER CORP,Industrials,Ground Transportation,7802.092393,99429445.9,0.0001,626997.4397,4.210000038,N,8.333330154,11.183,38.558,IN,86,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
GTLB UW,GITLAB INC-CL A,Information Technology,Software,7782.208114,99429445.9,0.0001,6792.683114,1.700000048,#N/A N/A,37.5,7.988,22.466,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
US IM,UNIPOLSAI SPA,Financials,Insurance,7760.556252,99429445.9,0.0001,9526.184951,4.940000057,Y,33.33330154,8.894,1.259,IT,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
AL IS,ASHOK LEYLAND,Industrials,Machinery,7750.942199,99429445.9,0.0001,1000368.994,5.21999979,#N/A N/A,9.090909958,31.862,26.483,IN,87,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
8069 TT,E INK HOLDINGS,Information Technology,"Electronic Equipment, Instrume",7745.758701,99429445.9,0.0001,245473.3357,4.099999905,#N/A N/A,14.28569984,3.057,41.909,TW,80,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
WEX UN,WEX INC,Financials,Financial Services,7742.380857,99429445.9,0.0001,10696.18086,4.710000038,#N/A N/A,41.66669846,1.315,2.628,US,62,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
OFSS IS,ORACLE FINANCIAL,Information Technology,Software,7729.675583,99429445.9,0.0001,588557.1398,2.950000048,N,20,0.16,11.986,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
300408 C2,CHAOZHOU THREE-A,Information Technology,"Electronic Equipment, Instrume",7716.229545,99429445.9,0.0001,50006.52623,1.629999995,N,0,16.885,253.511,CN,90,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
688187 C1,ZHUZHOU CRRC -A,Industrials,Machinery,7707.947417,99429445.9,0.0001,50726.71878,4.53000021,N,0,12.664,46.237,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3898 HK,CRRC TIMES ELEC,Industrials,Machinery,7707.34816,99429445.9,0.0001,50726.71938,4.53000021,N,0,12.664,46.237,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
024110 KP,INDUSTRIAL BANK,Financials,Banks,7700.452121,99429445.9,0.0001,#N/A N/A,4.320000172,#N/A N/A,16.66670036,7.392,4.752,KR,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
2897 JT,NISSIN FOODS HOL,Consumer Staples,Food Products,7695.904591,99429445.9,0.0001,1167213.226,3.170000076,Y,22.22220039,296.4,90.513,JP,85,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
600875 C1,DONGFANG ELECT-A,Industrials,Electrical Equipment,7695.414726,99429445.9,0.0001,57916.07709,3.130000114,#N/A N/A,0,87.362,45.112,CN,76,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
1072 HK,DONGFANG ELECT-H,Industrials,Electrical Equipment,7694.816467,99429445.9,0.0001,57916.07786,3.130000114,#N/A N/A,0,87.362,45.112,CN,76,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
KGH PW,KGHM,Materials,Metals & Mining,7689.774007,99429445.9,0.0001,35611,4.039999962,#N/A N/A,#N/A N/A,1245.352,396.513,PL,80,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600196 C1,SHANGHAI FOSUN-A,Health Care,Pharmaceuticals,7689.521923,99429445.9,0.0001,87319.83374,4.289999962,N,16.66670036,211.775,164.236,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
2196 HK,FOSUN PHARMA-H,Health Care,Pharmaceuticals,7688.924117,99429445.9,0.0001,87319.83448,4.289999962,N,16.66670036,211.775,164.236,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
000963 C2,HUADONG MEDICI-A,Health Care,Health Care Providers & Servic,7686.673999,99429445.9,0.0001,55897.4595,3.059999943,N,33.33330154,12.844,28.646,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
9868 HK,XPENG INC-A SHRS,Consumer Discretionary,Automobiles,7686.494109,99429445.9,0.0001,42885.38999,3.150000095,#N/A N/A,14.28569984,15.55,39.22,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
SUEL IS,SUZLON ENERGY,Industrials,Electrical Equipment,7686.371045,99429445.9,0.0001,637054.7291,3.190000057,N,10,7.783,47.861,IN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
323410 KP,KAKAOBANK CORP,Financials,Banks,7681.53707,99429445.9,0.0001,#N/A N/A,3.519999981,Y,12.5,0.096,2.479,KR,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6488 TT,GLOBAL WAFERS,Information Technology,Semiconductors & Semiconductor,7677.050621,99429445.9,0.0001,279065.5657,4.619999886,#N/A N/A,#N/A N/A,21.384,253.775,TW,76,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ANE SQ,CORP ACCIONA ENE,Utilities,Independent Power and Renewabl,7666.375842,99429445.9,0.0001,11122.30265,4.409999847,#N/A N/A,#N/A N/A,6.067,11.917,ES,90,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
7701 JT,SHIMADZU CORP,Information Technology,"Electronic Equipment, Instrume",7665.328234,99429445.9,0.0001,1047789.911,4.980000019,Y,25,3.245,3.055,JP,77,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
SHL AT,SONIC HEALTHCARE,Health Care,Health Care Providers & Servic,7660.329504,99429445.9,0.0001,14648.25235,5.019999981,N,44.44440079,35.094,15.437,AU,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
PTG MK,PETRONAS GAS BHD,Utilities,Gas Utilities,7652.554609,99429445.9,0.0001,35938.43385,4.579999924,#N/A N/A,37.5,4563.542,4516.231,MY,78,Moderate Risk,66.3199,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
1101 TT,TAIWAN CEMENT,Materials,Construction Materials,7644.969672,99429445.9,0.0001,387618.3872,4.110000134,#N/A N/A,26.66670036,12657.437,10.781,TW,91,High Risk,34.3697,0,0,3.18,Y,Y,#N/A N/A
KNX UN,KNIGHT-SWIFT TRA,Industrials,Ground Transportation,7642.58419,99429445.9,0.0001,10651.73019,4.880000114,#N/A N/A,36.36360168,2056.111,313.969,US,100,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
603198 C1,ANHUI YINGJIA -A,Consumer Staples,Beverages,7639.852664,99429445.9,0.0001,50926.65513,1.75,N,22.22220039,32.597,107.602,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
GL UN,GLOBE LIFE INC,Financials,Insurance,7637.163979,99429445.9,0.0001,9917.138979,2.00999999,N,50,1.587,1.433,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
000786 C2,BEIJING NEW BU-A,Industrials,Building Products,7636.2594,99429445.9,0.0001,56440.08124,3.930000067,N,22.22220039,0.473,0.118,CN,84,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601021 C1,SPRING AIRLINE-A,Industrials,Passenger Airlines,7636.160293,99429445.9,0.0001,66503.72344,2.089999914,N,12.5,4317.893,1848.403,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
JCNC SP,JARDINE CYCLE &,Industrials,Industrial Conglomerates,7632.916358,99429445.9,0.0001,22135.32007,2.400000095,#N/A N/A,33.33330154,4031.408,245.284,SG,70,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
TAL UN,TAL EDUCATIO-ADR,Consumer Discretionary,Diversified Consumer Services,7613.912065,99429445.9,0.0001,4526.447065,1.940000057,N,20,0.093,10.787,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
5871 TT,CHAILEASE,Financials,Financial Services,7613.326144,99429445.9,0.0001,882738.6387,3.650000095,#N/A N/A,11.1111002,25.41,4.122,TW,#N/A N/A,#N/A N/A,0,0,0,2.57,Y,#N/A N/A,#N/A N/A
SGX SP,SINGAPORE EXCH,Financials,Capital Markets,7606.441843,99429445.9,0.0001,10038.69395,7.230000019,#N/A N/A,33.33330154,0.059,4.3,SG,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
PLS AT,PILBARA MINERALS,Materials,Metals & Mining,7598.70262,99429445.9,0.0001,9870.354656,5.46999979,N,33.33330154,188.848,57.301,AU,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
ELISA FH,ELISA OYJ,Communication Services,Diversified Telecommunication,7596.664027,99429445.9,0.0001,8270.492857,5.889999866,Y,42.85710144,0.788,25.93,FI,67,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
603986 C1,GIGADEVICE SEM-A,Information Technology,Semiconductors & Semiconductor,7596.126336,99429445.9,0.0001,45588.43897,3.599999905,N,11.1111002,0.081,8.395,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
ENKAI TI,ENKA,Industrials,Construction & Engineering,7592.719083,99429445.9,0.0001,146277.903,4.510000229,Y,0,1555.935,670.606,TR,93,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
SASA TI,SASA POLYESTER S,Materials,Chemicals,7587.249404,99429445.9,0.0001,312286.0061,1.600000024,Y,18.18180084,501.909,402.228,TR,90,High Risk,0,0,0,3.2,Y,N,#N/A N/A
BID SJ,BID CORP LTD,Consumer Staples,Consumer Staples Distribution,7586.784788,99429445.9,0.0001,155452.4635,3.5,#N/A N/A,30,180.586,30.788,ZA,88,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SMIN LN,SMITHS GRP PLC,Industrials,Industrial Conglomerates,7585.695216,99429445.9,0.0001,6468.767639,5.210000038,N,36.36360168,20.894,13.08,GB,81,High Risk,0,0,0,2.85,#N/A N/A,Y,#N/A N/A
316140 KP,WOORI FINANCIAL,Financials,Banks,7575.921657,99429445.9,0.0001,#N/A N/A,5.429999828,#N/A N/A,14.28569984,21.513,7.787,KR,94,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
TIMS3 BS,TIM SA,Communication Services,Wireless Telecommunication Ser,7572.863684,99429445.9,0.0001,51668.2506,4.639999866,Y,30,5.864,5.531,BR,#N/A N/A,#N/A N/A,0,0,0,2.57,Y,Y,#N/A N/A
2615 TT,WAN HAI LINES,Industrials,Marine Transportation,7567.350179,99429445.9,0.0001,204756.7726,6.340000153,#N/A N/A,28.57139969,4319.466,1517.21,TW,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
MKTX UW,MARKETAXESS,Financials,Capital Markets,7545.271795,99429445.9,0.0001,7120.683795,5.360000134,#N/A N/A,36.36360168,0.202,1.178,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
TADAWULG AB,SAUDI TADAWUL GR,Financials,Capital Markets,7531.193558,99429445.9,0.0001,25745.26428,1.440000057,#N/A N/A,#N/A N/A,7.42,48.806,SA,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
CPFE3 BS,CPFL ENERGIA SA,Utilities,Electric Utilities,7527.891421,99429445.9,0.0001,62620.59196,4.409999847,Y,14.28569984,92.577,34.53,BR,89,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
FALAB CC,FALABELLA SA,Consumer Discretionary,Broadline Retail,7516.549915,99429445.9,0.0001,11572195.92,3.599999905,Y,22.22220039,93.654,16.088,CL,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
012450 KP,HANWHA AEROSPACE,Industrials,Aerospace & Defense,7510.449397,99429445.9,0.0001,14455142.3,4.639999866,#N/A N/A,14.28569984,87.684,31.791,KR,89,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
LBRDA UW,LIBERTY BR-A,Communication Services,Media,7505.118493,99429445.9,0.0001,11338.11849,1.350000024,N,25,8.971,43.951,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
LBRDK UW,LIBERTY BR-C,Communication Services,Media,7503.776136,99429445.9,0.0001,11336.77614,1.350000024,N,25,8.971,43.951,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
002920 C2,HUIZHOU DESAY -A,Consumer Discretionary,Automobile Components,7501.24931,99429445.9,0.0001,57253.04079,5.460000038,N,0,2.141,21.018,CN,76,Moderate Risk,0,0,0,3.2,N,Y,#N/A N/A
5201 JT,AGC INC,Industrials,Building Products,7495.73816,99429445.9,0.0001,1927132.147,4.880000114,#N/A N/A,14.28569984,5905.521,776.968,JP,84,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
9896 HK,MINISO GROUP-A,Consumer Discretionary,Broadline Retail,7490.551845,99429445.9,0.0001,48576.89972,3.940000057,N,33.33330154,0.084,3.632,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
AAL UW,AMERICAN AIRLINE,Industrials,Passenger Airlines,7486.307,99429445.9,0.0001,39246.307,5.550000191,#N/A N/A,25,33755.761,697.328,US,93,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
2319 HK,MENGNIU DAIRY,Consumer Staples,Food Products,7470.481369,99429445.9,0.0001,76525.5517,3.829999924,Y,11.1111002,225.019,11.041,CN,72,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
2618 HK,JD LOGISTICS INC,Industrials,Air Freight & Logistics,7463.021154,99429445.9,0.0001,55376.73876,4.260000229,#N/A N/A,28.57139969,179.583,12.15,CN,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
FIVE UW,FIVE BELOW,Consumer Discretionary,Specialty Retail,7445.978623,99429445.9,0.0001,8724.440623,2.289999962,#N/A N/A,33.33330154,106.84,77.121,US,80,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
SKAB SS,SKANSKA AB-B,Industrials,Construction & Engineering,7445.174691,99429445.9,0.0001,76681.69846,3.859999895,#N/A N/A,36.36360168,164.113,11.113,SE,69,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
601865 C1,FLAT GLASS GRO-A,Information Technology,Semiconductors & Semiconductor,7429.60655,99429445.9,0.0001,62895.1561,3.980000019,#N/A N/A,62.5,1930.258,1970.11,CN,97,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6865 HK,FLAT GLASS GRO-H,Information Technology,Semiconductors & Semiconductor,7429.02895,99429445.9,0.0001,62895.1568,3.980000019,#N/A N/A,62.5,1930.258,1970.11,CN,97,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
600377 C1,JIANGSU EXPRES-A,Industrials,Transportation Infrastructure,7421.916075,99429445.9,0.0001,115434.3455,5.78000021,N,7.692309856,3.285,24.646,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
177 HK,JIANGSU EXPRES-H,Industrials,Transportation Infrastructure,7421.339068,99429445.9,0.0001,115434.3462,5.78000021,N,7.692309856,3.285,24.646,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
DBX UW,DROPBOX INC-A,Information Technology,Software,7416.116969,99429445.9,0.0001,8254.816969,5.53000021,#N/A N/A,33.33330154,0.918,15.743,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
002236 C2,ZHEJIANG DAHUA-A,Information Technology,"Electronic Equipment, Instrume",7411.029076,99429445.9,0.0001,45129.77057,3.940000057,Y,11.1111002,2.845,14.811,CN,94,High Risk,0,0,0,3.35,N,N,#N/A N/A
PEPL IS,PRESTIGE ESTATES,Real Estate,Real Estate Management & Devel,7406.75199,99429445.9,0.0001,702376.4393,#N/A Field Not Applicable,N,22.22220039,6.222,118.077,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
241 HK,ALIBABA HEALTH,Consumer Staples,Consumer Staples Distribution,7389.839761,99429445.9,0.0001,43954.36484,3.079999924,N,28.57139969,23.127,6.385,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
AMR DH,AMERICANA RESTAU,Consumer Discretionary,"Hotels, Restaurants & Leisure",7384.7258,99429445.9,0.0001,7751.713193,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,68.567,80.162,AE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
000977 C2,IEIT SYSTEMS-A,Information Technology,"Technology Hardware, Storage &",7384.489763,99429445.9,0.0001,59585.68973,2.799999952,N,0,0.103,4.935,CN,84,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
ELI BB,ELIA GROUP SA/NV,Utilities,Electric Utilities,7356.093438,99429445.9,0.0001,16438.86426,3.099999905,Y,33.33330154,13.462,23.043,BE,87,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
AZRG IT,AZRIELI GROUP,Real Estate,Real Estate Management & Devel,7345.892925,99429445.9,0.0001,45511.35279,2.789999962,N,44.44440079,2.271,181.412,IL,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
1801 HK,INNOVENT BIOLOGI,Health Care,Biotechnology,7336.881654,99429445.9,0.0001,54422.12664,3.720000029,#N/A N/A,16.66670036,0.084,19.594,CN,82,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
HKL SP,HONGKONG LAND,Real Estate,Real Estate Management & Devel,7328.19359,99429445.9,0.0001,12721.39359,3.559999943,#N/A N/A,18.18180084,2.529,47.265,HK,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
UNVR IJ,UNILEVER IND TBK,Consumer Staples,Household Products,7318.888409,99429445.9,0.0001,118987836,4.159999847,Y,33.33330154,16.431,6.256,ID,67,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
LSXMA UW,LIBERTY MEDIA,Communication Services,Media,7315.838358,99429445.9,0.0001,21373.83836,4.980000019,#N/A N/A,#N/A N/A,2.652,0.471,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
LSXMK UW,LIBERTY MEDIA CO,Communication Services,Media,7316.932332,99429445.9,0.0001,21374.93233,4.980000019,#N/A N/A,#N/A N/A,2.652,0.471,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
688009 C1,CHINA RAILWAY -A,Information Technology,"Electronic Equipment, Instrume",7308.580995,99429445.9,0.0001,40657.87437,2.890000105,N,0,23.112,14.054,CN,76,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3969 HK,CHINA RAILWAY -H,Information Technology,"Electronic Equipment, Instrume",7308.012805,99429445.9,0.0001,40657.87507,2.890000105,N,0,23.112,14.054,CN,76,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
KESKOB FH,KESKO OYJ-B,Consumer Staples,Consumer Staples Distribution,7304.579546,99429445.9,0.0001,9654.342221,4.539999962,Y,28.57139969,43.003,6.615,FI,#N/A N/A,#N/A N/A,0,0,0,2.18,Y,Y,#N/A N/A
ICBP IJ,INDOFOOD CBP SUK,Consumer Staples,Food Products,7301.731306,99429445.9,0.0001,162208767.2,2.859999895,Y,0,303.443,83.151,ID,65,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
000933 C2,HENAN SHENHUO-A,Materials,Metals & Mining,7275.485737,99429445.9,0.0001,67034.76975,2.029999971,N,11.1111002,2870.367,957.543,CN,93,High Risk,23.0273,0,23.0273,#N/A Field Not Applicable,N,N,#N/A N/A
9201 JT,JAPAN AIRLINES C,Industrials,Passenger Airlines,7274.101458,99429445.9,0.0001,1351675.676,4.849999905,Y,22.22220039,8223.349,847.379,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,86100
PRIO3 BS,PRIO SA,Energy,"Oil, Gas & Consumable Fuels",7272.991914,99429445.9,0.0001,44914.759,1.269999981,#N/A N/A,#N/A N/A,1926.419,882.885,BR,#N/A N/A,#N/A N/A,100,100,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
601077 C1,CHONGQING RURA-A,Financials,Banks,7266.778011,99429445.9,0.0001,#N/A N/A,2.200000048,N,22.22220039,0.864,3.59,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3618 HK,CQRC BANK-H,Financials,Banks,7266.213066,99429445.9,0.0001,#N/A N/A,2.200000048,N,22.22220039,0.864,3.59,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
600522 C1,ZHONGTIAN TECH-A,Industrials,Electrical Equipment,7257.578756,99429445.9,0.0001,49959.84001,1.879999995,N,11.1111002,0.43,56.112,CN,93,High Risk,0,0,0,3.2,N,N,#N/A N/A
1878 JT,DAITO TRUST CONS,Real Estate,Real Estate Management & Devel,7250.347102,99429445.9,0.0001,958219.3688,3.309999943,N,8.333330154,34.059,5.59,JP,95,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
000877 C2,TIANSHAN MATER-A,Materials,Construction Materials,7234.890947,99429445.9,0.0001,176802.7975,3.779999971,N,0,163042.149,11869.007,CN,78,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
